CNAE,DESCRIÇÃO,SEÇÃO,DIVISÃO,GRUPO
2829,Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso geral
2831,Fabricação de tratores agrícolas,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária
2832,Fabricação de equipamentos para irrigação agrícola,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária
2833,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária
2840,Fabricação de máquinas-ferramenta,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas-ferramenta
2851,Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso na extração mineral e na construção
2852,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso na extração mineral e na construção
2853,"Fabricação de tratores, exceto agrícolas",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso na extração mineral e na construção
2854,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso na extração mineral e na construção
2861,"Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso industrial específico
2862,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso industrial específico
2863,Fabricação de máquinas e equipamentos para a indústria têxtil,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso industrial específico
2864,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso industrial específico
2865,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso industrial específico
2866,Fabricação de máquinas e equipamentos para a indústria do plástico,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso industrial específico
2869,Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso industrial específico
2910,"Fabricação de automóveis, camionetas e utilitários",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS","Fabricação de automóveis, camionetas e utilitários"
2920,Fabricação de caminhões e ônibus,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",Fabricação de caminhões e ônibus
2930,"Fabricação de cabines, carrocerias e reboques para veículos automotores",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS","Fabricação de cabines, carrocerias e reboques para veículos automotores"
2941,Fabricação de peças e acessórios para o sistema motor de veículos automotores,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",Fabricação de peças e acessórios para veículos automotores
2942,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",Fabricação de peças e acessórios para veículos automotores
2943,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",Fabricação de peças e acessórios para veículos automotores
2944,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",Fabricação de peças e acessórios para veículos automotores
2945,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",Fabricação de peças e acessórios para veículos automotores
2949,Fabricação de peças e acessórios para veículos automotores não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",Fabricação de peças e acessórios para veículos automotores
2950,Recondicionamento e recuperação de motores para veículos automotores,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",Recondicionamento e recuperação de motores para veículos automotores
3011,Construção de embarcações e estruturas flutuantes,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",Construção de embarcações
3012,Construção de embarcações para esporte e lazer,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",Construção de embarcações
3031,"Fabricação de locomotivas, vagões e outros materiais rodantes",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",Fabricação de veículos ferroviários
3032,Fabricação de peças e acessórios para veículos ferroviários,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",Fabricação de veículos ferroviários
3041,Fabricação de aeronaves,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",Fabricação de aeronaves
3042,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",Fabricação de aeronaves
3050,Fabricação de veículos militares de combate,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",Fabricação de veículos militares de combate
3091,Fabricação de motocicletas,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",Fabricação de equipamentos de transporte não especificados anteriormente
3092,Fabricação de bicicletas e triciclos não-motorizados,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",Fabricação de equipamentos de transporte não especificados anteriormente
3099,Fabricação de equipamentos de transporte não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",Fabricação de equipamentos de transporte não especificados anteriormente
3101,Fabricação de móveis com predominância de madeira,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÓVEIS,Fabricação de móveis
3102,Fabricação de móveis com predominância de metal,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÓVEIS,Fabricação de móveis
3103,"Fabricação de móveis de outros materiais, exceto madeira e metal",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÓVEIS,Fabricação de móveis
3104,Fabricação de colchões,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÓVEIS,Fabricação de móveis
3211,Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DIVERSOS,"Fabricação de artigos de joalheria, bijuteria e semelhantes"
3212,Fabricação de bijuterias e artefatos semelhantes,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DIVERSOS,"Fabricação de artigos de joalheria, bijuteria e semelhantes"
3220,Fabricação de instrumentos musicais,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DIVERSOS,Fabricação de instrumentos musicais
3230,Fabricação de artefatos para pesca e esporte,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DIVERSOS,Fabricação de artefatos para pesca e esporte
3240,Fabricação de brinquedos e jogos recreativos,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DIVERSOS,Fabricação de brinquedos e jogos recreativos
3250,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DIVERSOS,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos
3291,"Fabricação de escovas, pincéis e vassouras",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DIVERSOS,Fabricação de produtos diversos
3292,Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DIVERSOS,Fabricação de produtos diversos
3299,Fabricação de produtos diversos não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DIVERSOS,Fabricação de produtos diversos
3311,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",INDÚSTRIAS DE TRANSFORMAÇÃO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos
3312,Manutenção e reparação de equipamentos eletrônicos e ópticos,INDÚSTRIAS DE TRANSFORMAÇÃO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos
3313,Manutenção e reparação de máquinas e equipamentos elétricos,INDÚSTRIAS DE TRANSFORMAÇÃO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos
3314,Manutenção e reparação de máquinas e equipamentos da indústria mecânica,INDÚSTRIAS DE TRANSFORMAÇÃO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos
3315,Manutenção e reparação de veículos ferroviários,INDÚSTRIAS DE TRANSFORMAÇÃO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos
3316,Manutenção e reparação de aeronaves,INDÚSTRIAS DE TRANSFORMAÇÃO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos
3317,Manutenção e reparação de embarcações,INDÚSTRIAS DE TRANSFORMAÇÃO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos
3319,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos
3321,Instalação de máquinas e equipamentos industriais,INDÚSTRIAS DE TRANSFORMAÇÃO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Instalação de máquinas e equipamentos
3329,Instalação de equipamentos não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Instalação de máquinas e equipamentos
3511,Geração de energia elétrica,ELETRICIDADE E GÁS,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES","Geração, transmissão e distribuição de energia elétrica"
3512,Transmissão de energia elétrica,ELETRICIDADE E GÁS,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES","Geração, transmissão e distribuição de energia elétrica"
3513,Comércio atacadista de energia elétrica,ELETRICIDADE E GÁS,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES","Geração, transmissão e distribuição de energia elétrica"
3514,Distribuição de energia elétrica,ELETRICIDADE E GÁS,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES","Geração, transmissão e distribuição de energia elétrica"
3520,Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas,ELETRICIDADE E GÁS,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES",Produção e distribuição de combustíveis gasosos por redes urbanas
3530,"Produção e distribuição de vapor, água quente e ar condicionado",ELETRICIDADE E GÁS,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES","Produção e distribuição de vapor, água quente e ar condicionado"
3600,"Captação, tratamento e distribuição de água","ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA","Captação, tratamento e distribuição de água"
3701,Gestão de redes de esgoto,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",ESGOTO E ATIVIDADES RELACIONADAS,Esgoto e atividades relacionadas
3702,"Atividades relacionadas a esgoto, exceto a gestão de redes","ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",ESGOTO E ATIVIDADES RELACIONADAS,Esgoto e atividades relacionadas
3811,Coleta de resíduos não-perigosos,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",Coleta de resíduos
3812,Coleta de resíduos perigosos,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",Coleta de resíduos
3821,Tratamento e disposição de resíduos não-perigosos,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",Tratamento e disposição de resíduos
3822,Tratamento e disposição de resíduos perigosos,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",Tratamento e disposição de resíduos
3831,Recuperação de materiais metálicos,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",Recuperação de materiais
3832,Recuperação de materiais plásticos,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",Recuperação de materiais
3839,Recuperação de materiais não especificados anteriormente,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",Recuperação de materiais
3900,Descontaminação e outros serviços de gestão de resíduos,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS,Descontaminação e outros serviços de gestão de resíduos
4110,Incorporação de empreendimentos imobiliários,CONSTRUÇÃO,CONSTRUÇÃO DE EDIFÍCIOS,Incorporação de empreendimentos imobiliários
4120,Construção de edifícios,CONSTRUÇÃO,CONSTRUÇÃO DE EDIFÍCIOS,Construção de edifícios
4211,Construção de rodovias e ferrovias,CONSTRUÇÃO,OBRAS DE INFRA-ESTRUTURA,"Construção de rodovias, ferrovias, obras urbanas e obras-de-arte especiais"
4212,Construção de obras-de-arte especiais,CONSTRUÇÃO,OBRAS DE INFRA-ESTRUTURA,"Construção de rodovias, ferrovias, obras urbanas e obras-de-arte especiais"
4213,"Obras de urbanização - ruas, praças e calçadas",CONSTRUÇÃO,OBRAS DE INFRA-ESTRUTURA,"Construção de rodovias, ferrovias, obras urbanas e obras-de-arte especiais"
4221,Obras para geração e distribuição de energia elétrica e para telecomunicações,CONSTRUÇÃO,OBRAS DE INFRA-ESTRUTURA,"Obras de infra-estrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos"
4222,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas",CONSTRUÇÃO,OBRAS DE INFRA-ESTRUTURA,"Obras de infra-estrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos"
4223,"Construção de redes de transportes por dutos, exceto para água e esgoto",CONSTRUÇÃO,OBRAS DE INFRA-ESTRUTURA,"Obras de infra-estrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos"
4291,"Obras portuárias, marítimas e fluviais",CONSTRUÇÃO,OBRAS DE INFRA-ESTRUTURA,Construção de outras obras de infra-estrutura
4292,Montagem de instalações industriais e de estruturas metálicas,CONSTRUÇÃO,OBRAS DE INFRA-ESTRUTURA,Construção de outras obras de infra-estrutura
4299,Obras de engenharia civil não especificadas anteriormente,CONSTRUÇÃO,OBRAS DE INFRA-ESTRUTURA,Construção de outras obras de infra-estrutura
4311,Demolição e preparação de canteiros de obras,CONSTRUÇÃO,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,Demolição e preparação do terreno
4312,Perfurações e sondagens,CONSTRUÇÃO,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,Demolição e preparação do terreno
4313,Obras de terraplenagem,CONSTRUÇÃO,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,Demolição e preparação do terreno
4319,Serviços de preparação do terreno não especificados anteriormente,CONSTRUÇÃO,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,Demolição e preparação do terreno
4321,Instalações elétricas,CONSTRUÇÃO,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,"Instalações elétricas, hidráulicas e outras instalações em construções"
4322,"Instalações hidráulicas, de sistemas de ventilação e refrigeração",CONSTRUÇÃO,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,"Instalações elétricas, hidráulicas e outras instalações em construções"
4329,Obras de instalações em construções não especificadas anteriormente,CONSTRUÇÃO,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,"Instalações elétricas, hidráulicas e outras instalações em construções"
4330,Obras de acabamento,CONSTRUÇÃO,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,Obras de acabamento
4391,Obras de fundações,CONSTRUÇÃO,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,Outros serviços especializados para construção
4399,Serviços especializados para construção não especificados anteriormente,CONSTRUÇÃO,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,Outros serviços especializados para construção
4511,Comércio a varejo e por atacado de veículos automotores,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de veículos automotores
4512,Representantes comerciais e agentes do comércio de veículos automotores,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de veículos automotores
4520,Manutenção e reparação de veículos automotores,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Manutenção e reparação de veículos automotores
4530,Comércio de peças e acessórios para veículos automotores,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores
4541,"Comércio por atacado e a varejo de motocicletas, peças e acessórios",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio, manutenção e reparação de motocicletas, peças e acessórios"
4542,"Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio, manutenção e reparação de motocicletas, peças e acessórios"
4543,Manutenção e reparação de motocicletas,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio, manutenção e reparação de motocicletas, peças e acessórios"
4611,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas"
4612,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas"
4613,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas"
4614,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas"
4615,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas"
4616,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas"
4617,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas"
4618,Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas"
4619,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas"
4621,Comércio atacadista de café em grão,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista de matérias-primas agrícolas e animais vivos
4622,Comércio atacadista de soja,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista de matérias-primas agrícolas e animais vivos
4623,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista de matérias-primas agrícolas e animais vivos
